Ciudades,Freq,lat,lot
Wilm.,1,48.5855931,7.7475134
Olmito,1,26.0217447,-97.5341534
Dripping Springs,1,30.1902067,-98.0866781
Long Valley,1,40.78168135,-74.75923279813415
Highlands Ranch,1,39.5497243,-104.9695655
Roscoe,1,32.4399224,-100.54072785093715
Maryland Heights,1,38.7150511,-90.435999
Woodbridge Township,1,40.5498525,-74.2874185506135
Pageland,1,34.7728831,-80.3921893
Hollsopple,1,40.2125762,-78.9289137
Manassas,1,38.7509488,-77.4752667
Magnolia,1,30.2093794,-95.7507815
Laguna Beach,1,33.5426975,-117.785366
Deerfield Beach,1,26.318342,-80.0996306
Cookeville,1,36.1623886,-85.4997057
Ephrata,1,40.1799111,-76.1789242
Catonsville,1,39.26099215,-76.74554777654639
White Pine,1,39.5298185,-114.8899563
Durango,1,24.833333,-104.833333
Kutztown,1,40.5173165,-75.7774177
Clyde,1,32.4059605,-99.4936912
Bobcaygeon,1,44.5372969,-78.5444995
St Cloud,1,48.8437412,2.219344
La Vergne,1,45.9611662,-0.5630966
Xenia,1,38.6358808,-88.6347744
Loves Park,1,42.3200189,-89.0581621
White Plains,1,41.0339862,-73.7629097
Cataula,1,32.655414,-84.8685418
Saratoga Springs,1,43.0821793,-73.7853915
Bauxite,1,34.5556489,-92.5212702
Downtown Harrisburg,1,35.3258352,-80.6455137
Cathedral City,1,33.822998049999995,-116.4668702427116
Crown Point,1,41.4169806,-87.3653136
Millinocket,1,45.657728,-68.709869
Grant,1,45.9358795,-96.0272071
Cayce,1,33.9657091,-81.0739827
Englishtown,1,40.2973319,-74.3582041
Bloomingburg,1,41.5542603,-74.4396014
Houstom,1,0,0
Pen Argyl,1,40.8687064,-75.2549025
Vienna,1,48.2083537,16.3725042
Layton,1,41.0751048,-111.9741925
Elma,1,43.2466362,-92.4360102
Pecos,1,30.7857437,-102.8065415
Madeira Beach,1,27.7980814,-82.7973247
Prior Lake,1,44.7133271,-93.4226873
Cave Springs,1,36.2634109,-94.2318728
Randleman,1,35.8179143,-79.8030873
Queen Anne,1,51.513689400000004,-0.09992857380016346
Tallmadge,1,41.1014616,-81.4417989
Arleta,1,42.8476753,-1.5868348
Westlake,1,32.991226,-97.1943701
Turlock,1,37.4946568,-120.8465941
Ada,1,38.8398935,-83.5051704
Strongsville,1,41.3144733,-81.83511
Owens Cross Roads,1,34.5881461,-86.4588768
San Luis Obispo,1,35.3540209,-120.3757163
Weatherby Lake,1,39.2377801,-94.6960699
Metuchen,1,40.5431598,-74.3632049
Berea,1,41.3661614,-81.8543026
Enid,1,36.3967623,-97.8791341
Idabel,1,33.8956647,-94.8263281
Alaska,1,64.4459613,-149.680909
Greenwich,1,51.4820845,-0.0045417
Barre,1,47.4042066,6.1789917
Glassport,1,40.3247918,-79.8922712
Porterville,1,36.06523,-119.0167679
Farmington,1,44.6402434,-93.1435497
Oak Park,1,41.8878145,-87.7887615
La Mesa,1,33.4151117,-111.8314792
Ottumwa,1,41.0200145,-92.4112963
Rosiclare,1,37.4236626,-88.3461483
Pittston,1,41.3259134,-75.7893604
Burien,1,47.469918,-122.3485274
Albion,1,42.1124866,-92.9885339
Bonita Beach,1,29.9093828,-83.6687599
Cheboygan,1,45.4417481,-84.4768486
Sheffield Lake,1,41.48754,-82.101537
Chester Springs,1,40.0951038,-75.6168681
Ravenna,1,44.364060699999996,12.059009490863945
East Meadow,1,40.721929599999996,-73.55839696869465
Seminole,1,28.7225829,-81.2353683
Fairview Park,1,41.4461727,-81.8526519
Hallettsville,1,29.4438528,-96.9410929
Marathon Shores,1,24.7257143,-81.0484849
Elkin,1,36.2440516,-80.8507344
South Otselic,1,42.6467349,-75.7813028
Milford Center,1,40.1786706,-83.4354782
Catoosa,1,36.188987,-95.745817
Alton,1,38.8908583,-90.1843091
Red Oak,1,41.0095189,-95.228247
Inkom,1,42.7963041,-112.2541374
Arkansas,1,35.2048883,-92.4479108
Lake Milton,1,41.0995019,-80.9703684
Smiths Station,1,32.5401394,-85.0985474
Prescott,1,34.5399962,-112.4687616
Hannibal,1,39.7082498,-91.3587413
Marbury,1,53.0068826,-2.6553661
Pomona,1,34.0553813,-117.7517496
Duncan,1,34.5023029,-97.9578129
West Salem,1,38.5208829,-88.0047565
Tuftonboro,1,43.696673,-71.222305
Ponca City,1,36.703647,-97.081898
Pikeville,1,37.4792672,-82.5187629
Dresden,1,51.0493286,13.7381437
Johnson City,1,36.3134398,-82.3534728
Harrison,1,32.5233959,-94.3982158
Pennsboro,1,39.2850799,-80.9684422
Sour Lake,1,30.1402122,-94.4110239
Pottsboro,1,33.759271,-96.6694402
Mount Wolf,1,40.0628918,-76.7042458
Aguada,1,6.179839449999999,-73.52775874148102
Sherwood,1,34.8150907,-92.2243153
Sterling,1,31.8151416,-101.0452671
Inkster,1,42.2942045,-83.3099303
Chimacum,1,48.0146577,-122.770452
Rochelle,1,46.1591126,-1.1520434
Saint Johns,1,29.9032284,-81.4145468
Carthage,1,32.1570412,-94.338114
New Berlin,1,29.4641219,-98.1011187
Herriman,1,40.5140894,-112.0328198
Vergennes,1,37.902273,-89.3356432
Rockville Centre,1,40.6574186,-73.6450664
Shasta Lake,1,40.6799638,-122.3626507
Millersville,1,35.3038485,-118.4578633
Alliance,1,42.0971897,-102.8707145
Hixson,1,35.1414606,-85.1746774
Brigantine,1,39.4101171,-74.3645906
Acworth,1,34.0659329,-84.6768796
Conroe,1,30.3118769,-95.4560512
Palm Beach Gardens,1,26.8233946,-80.1386547
Bloomingdale,1,41.9575285,-88.0809036
Stuart,1,27.197983,-80.2519175
Fitchburg,1,42.5903661,-71.8119837
Ft Lauderdale,1,26.1223084,-80.1433786
Lilburn,1,33.8901036,-84.1429719
Nitro,1,38.417919499999996,-81.84361448523134
Six Mile,1,26.1309933,91.8071854
Livermore,1,37.6820583,-121.7680531
Sunnyside,1,47.8595825,-53.9209544
Port Chester,1,41.0017643,-73.6656834
Warrenton,1,38.7135498,-77.795367
Bailey,1,34.0349194,-102.8149372
East Bay,1,46.0193462,-60.372133
New York City,1,40.7127281,-74.0060152
Southworth,1,47.5107223,-122.5038079
Haysville,1,37.5644615,-97.3522675
Ferndale,1,40.576241,-124.263944
Arnold,1,38.4226711,-90.3758287
Reynolds Station,1,37.3762658,-90.9659462
Gloucester,1,51.8653705,-2.2458192
Basking Ridge,1,40.7064088,-74.5492725
Milford,1,41.2226155,-73.04622662165758
Endicott,1,42.098408,-76.0493684
Ludington,1,43.9555406,-86.4477416
Stafford,1,52.8063157,-2.1163818
Topsfield,1,42.6375935,-70.9494966
Md,1,39.5162234,-76.9382069
Woodruff,1,35.1714574,-91.2229851
Euless,1,32.8457865,-97.0667142473263
Elgin,1,42.03726,-88.2810994
South Houston,1,29.663008,-95.2354902
Paramus,1,40.9452911,-74.0735899
Kuna,1,43.459102599999994,-116.28681481170506
Saint Bernard,1,47.15684,5.01564
Belton,1,31.0560132,-97.464453
Wimberley,1,29.9976807,-98.0987896
Safford,1,32.8339546,-109.70758
Collins,1,41.9028032,-93.3063381
Dundee,1,56.4605938,-2.97019
Trappe,1,40.1996931,-75.4779074
Mount Holly,1,43.45242,-72.824936
Penfiled,1,0,0
Valliant,1,34.0023293,-95.0938386
Tom Bean,1,33.5201081,-96.4838749
Venice,1,45.4371908,12.3345898
Fort Stewart,1,31.8694349,-81.6077657
Topsham,1,50.6850732,-3.4658063
Cassville,1,36.6770111,-93.868811
Satsuma,1,31.45895615,129.95887482507425
Indio,1,33.743764999999996,-116.22331524966393
Perry,1,38.0772859,-89.3760499
Saco,1,42.9880406,0.5631324
Fairview,1,40.6333724,-90.1637318
Wheeling,1,42.138889,-87.9310944
Orono,1,44.883607,-68.672791
Chino Hills,1,33.9926803,-117.760056
Fillmore,1,43.6466588,-92.0636359
Valdese,1,35.7431562,-81.5633738
Sesser,1,38.0917168,-89.0503512
Breaux Bridge,1,30.2735323,-91.8992837
Mcville,1,47.7638843,-98.1773206
Iowa,1,41.9216734,-93.3122705
Preston,1,53.7593363,-2.6992717
Mountain View,1,37.3893889,-122.0832101
Warwick,1,52.2814519,-1.5815742
Langley Afb lfi,1,37.08751425,-76.35722238652752
Sunset Beach,1,33.7179231,-118.0706056
Southside,1,55.944427,-3.1837817
Delaware County,1,39.9194117,-75.4001639
Winter Springs,1,28.6987064,-81.3054759
Harris,1,29.8119769,-95.3741247
Amsterdam,1,52.3727598,4.8936041
Perth Amboy,1,40.5067723,-74.2654234
Munster,1,52.307621600000004,-8.570897276292667
Kashin,1,57.361755,37.611454
Nassau,1,25.0783456,-77.3383331
Elmhurst,1,41.8994745,-87.9403418
Revere,1,42.4084302,-71.0119948
Clarksburg,1,39.2806451,-80.3445341
Bastrop,1,30.0541116,-97.3887764
Hometown,1,41.731246,-87.7309534
Nokomis,1,51.510452,-105.008698
Junction City,1,39.0286093,-96.8313978
Webb City,1,37.1435741,-94.4634702
Hewitt,1,31.4623065,-97.1957023
Dunbar,1,56.0021385,-2.5158237
Garner,1,43.1024603,-93.6018782
Maryland,1,39.5162234,-76.9382069
British Columbia,1,55.001251,-125.002441
New Hope,1,45.0347176,-93.3861037
Orchard Park,1,42.7670376,-78.7435517
Colville,1,48.5465695,-117.905537
Muscatine,1,41.4776121,-91.1210053
Slinger,1,43.3333862,-88.2857631
Dinuba,1,36.5432837,-119.3870656
Haleyville,1,34.226488,-87.6214133
Claremont,1,34.0966764,-117.7197785
Lutz,1,43.4367,1.7835
Dearborn Heights,1,42.3369816,-83.2732627
Linthicum Heights,1,39.2023383,-76.655339
Melrose Park,1,41.900299,-87.8569745
Dana Point,1,33.4669721,-117.6981075
Ingleside,1,27.876615,-97.2098831
Okmulgee,1,35.6234738,-95.960341
Kimball,1,41.1881305,-103.6997645
Mill Hall,1,41.10729,-77.48443
Provo,1,40.2338438,-111.6585337
Collinsville,1,38.6703267,-89.9845476
Glen Allen,1,37.316934,-90.02781236389168
Kenmore,1,47.7573202,-122.2440148
Waterville,1,44.5520105,-69.6317121
Dunkirk,1,51.0347708,2.3772525
Point Comfort,1,28.6797169,-96.5602537
Middle Amana,1,41.7955624,-91.8996227
Roxboro,1,36.3937519,-78.9827881
Costa Mesa,1,33.6633386,-117.903317
Lula,1,40.470364,9.486435
Dubuque,1,42.5006217,-90.6647967
Sackets Harbor,1,43.946171,-76.119093
Easely,1,34.357758,-92.939164
Cedar Rapids,1,41.9758872,-91.6704053
Martin,1,32.2675039,-101.9190317
Seguin,1,29.5688411,-97.9647269
West Mifflin,1,40.3634026,-79.8664375
Tigard,1,45.4307473,-122.771933
Iowa City,1,41.6612561,-91.5299106
Exeter,1,50.7255794,-3.5269497
Inman,1,38.2319537,-97.7733809
Onalaska,1,30.805746,-95.1163261
Jefferson City,1,38.577359,-92.1724265
Cedar Grove,1,36.7907744,-118.6703779
Cheyenne,1,41.139981,-104.820246
Maylene,1,33.2034492,-86.861656
Groves,1,29.9482695,-93.9171155
Rice Lake,1,45.5027976,-91.7331646
Grove City,1,45.1505185,-94.6830533
Kingstree,1,33.6676643,-79.8306265
Kitchener,1,43.451291,-80.4927815
Little Ferry,1,40.8528777,-74.0420848
Ramsey,1,45.0165728,-93.0949501
Pompano,1,28.0450257,-82.6995198
Harvard,1,42.422241,-88.6137101
Baldwin City,1,38.775007,-95.1863603
Sparta,1,37.08114525,22.42486178272022
Roebling,1,40.1159436,-74.7862734
Raymond,1,46.9707059,2.6854848
Apollo,1,40.5814546,-79.5664333
Pittsburg,1,40.4416941,-79.9900861
Sandown,1,50.6613306,-1.150346505454647
St Charles,1,38.7877791,-90.6747372
Canaan,1,43.647007,-72.013321
Pontotoc,1,34.2478831,-88.998673
Citrus Heights,1,38.7071247,-121.2810611
Lakewood Township,1,41.8520295,-75.3812888
Colo,1,38.7251776,-105.607716
Eden,1,36.4884715,-79.7667026
Maitland,1,-32.708177,151.52684373398523
Eldridge,1,41.6580864,-90.5845823
Harrisonville,1,38.655124,-94.3471072
Dillsburg,1,40.1109413,-77.0358059
Marengo,1,32.201002,-87.7569365
Caribou,1,42.780196,-111.6052607
South Brunswick Township,1,40.404123049999995,-74.56297792956349
Havre De Grace,1,39.5489964,-76.0914718
Monroe County,1,38.2722313,-90.1792484
Valley City,1,46.923313,-98.003155
Du Bois,1,40.034722,-96.048335
Camas,1,37.4020115,-6.0331571
Mill Run,1,38.1620784,-78.4789006
Stoughton,1,42.9167389,-89.2178997
Daleville,1,31.2806442,-85.69060439514504
Sherman,1,36.2452294,-101.8858689
Richland Hills,1,32.8159623,-97.2280695
Bountiful,1,40.8894611,-111.8804817
Rowland Heights,1,33.9761238,-117.905339
Ypsilanti,1,42.2410562,-83.613055
Cedartown,1,34.0124425,-85.2559398
Pearl,1,32.2745912,-90.1320311
Reynolds,1,37.3762658,-90.9659462
Painted Post,1,42.16396,-77.09379534881683
Great Bend,1,38.3625063,-98.7804087
Brick,1,52.443165,-9.6326147
Nassau County,1,40.7430237,-73.56882214900722
Punxsutawney,1,40.9436303,-78.971078
Folsom,1,38.6779591,-121.1760583
La Grange Park,1,41.8333646,-87.8677324
Granbury,1,32.453452999999996,-97.79047146109397
Locust Valley,1,40.8757712,-73.5971927
Avenel,1,40.5848314,-74.27301614355616
Largo,1,27.9094665,-82.7873244
Sebring,1,27.4957453,-81.4410425
Browns Mills,1,39.9721545,-74.56933007670057
Coon Rapids,1,45.1728923,-93.3023898
Belvidere,1,42.2579991,-88.841734
North Augusta,1,33.520849999999996,-81.96696923114902
Stopover,1,37.5159411,-82.0912401
Brookline,1,42.3317642,-71.1211635
Bostob,1,0,0
Slippery Rock,1,41.0639506,-80.0564468
Hudson Valley,1,41.31611085,-74.12629189225156
Granville,1,48.8376284,-1.5959213
La Luz,1,-23.53512225,-46.63539301511077
Summit,1,39.6070951,-106.0636654
Blue Springs,1,39.017316,-94.282265
Ellenville,1,41.7170379,-74.39571
Rosepine,1,30.9199148,-93.2823858
Hypoluxo,1,26.5665166,-80.0535271
Mandeville,1,49.2206407,1.0116837
Cohutta,1,34.9595209,-84.9527235
Spenard,1,61.1886111,-149.9063889
Red House,1,47.6431389,-58.6339226
Jefferson,1,29.834772,-94.1704496
Santiago,1,-33.4377756,-70.6504502
Cork,1,51.897077,-8.4654674
La Crosse,1,43.8014053,-91.2395429
Logan,1,40.1075089,-89.3768539
Chicago Ridge,1,41.7014217,-87.7792196
Mohnton,1,40.2859255,-75.9843804
Saint Cloud,1,48.8437412,2.219344
Burton,1,52.802742,-1.629917
Tucson Estates,1,32.2014115,-111.16966943922493
Woodford Halse,1,52.1706055,-1.2066886
Ridgeville,1,34.0556522,-86.1021968
Blissfield,1,41.8325487,-83.8624411
Gladewater,1,32.5365333,-94.9427169
Talbott,1,38.9770471,-80.0134107
Mclean,1,40.4631789,-88.8196613
Cermont,1,0,0
Buffolo Grove,1,-20.2902882,-50.2545359
Maysville,1,38.6411854,-83.744365
Roosevelt,1,48.3069516,-104.9709901
Lima,1,-12.0621065,-77.0365256
Bryant,1,40.4661513,-90.0917851
Beacon,1,41.504879,-73.9696822
Sale Creek,1,35.3822915,-85.1088448
Rainier,1,46.0889178,-122.9360177
Rolla,1,13.84850035,77.0985132806483
Thomaston,1,40.7862124,-73.7137421
Reddick,1,29.3666393,-82.1973184
St. Clair Shores,1,42.4969652,-82.8890965
Qulin,1,36.5958908,-90.2473247
Cobb,1,51.213149,-1.6042075
Menifee,1,33.6864432,-117.1770437
Ludowici,1,31.7097964,-81.7430846
North Platte,1,41.1238873,-100.7654232
Crandon,1,45.571907,-88.902892
Lake Walesl,1,0,0
Christiansburg,1,37.1298517,-80.4089389
Tompkinsville,1,36.7022797,-85.6916396
Mondovi,1,44.3900282,7.8204718
Goodlettsville,1,36.334911500000004,-86.70533913302022
Wayland,1,41.1477833,-91.661307
Gorham,1,37.718384,-89.4859292
Middleboro,1,41.8931576,-70.9111517
Lassen County,1,40.7685579,-120.730998
Denison,1,33.7556593,-96.536658
Cuddebackville,1,41.4673154,-74.5937719
Fort Pierre,1,44.35352,-100.373824
Yigo,1,13.535204499999999,144.89715694673106
Freeland,1,46.6775057,-63.9629222
Indian Orchard,1,42.1584269,-72.4995308
China Lake,1,35.6507888,-117.66173
Bothell,1,47.7598697,-122.2068288
Springdale,1,36.1867442,-94.1288142
Rockingham,1,43.1800206,-72.50060298545702
Hoschton,1,34.096496,-83.7612839
Olney,1,33.3711244,-98.7566946
West Valley,1,40.8361755,-79.4230981
Grayslake,1,42.3433518,-88.0412192
Ridgewood,1,40.9796683,-74.1194403
Rescue,1,38.7116667,-120.9513889
Norristown,1,40.121497,-75.3399048
Peterstown,1,37.3973437,-80.7992431
Dumont,1,-21.2391417,-47.9747665
Rising Sun,1,38.9495047,-84.853838
Stearns,1,45.535326,-94.6139422
Torrance,1,33.8358492,-118.3406288
Kilgore,1,32.3860733,-94.8758518
Lidgerwood,1,46.075516,-97.151755
Brandenburg,1,52.8455492,13.2461296
Alta Loma,1,34.122887,-117.5985775
Guyton,1,32.3363045,-81.3914992
Hackettstown,1,40.8538944,-74.8291638
Summertown,1,51.7774778,-1.26491
Azusa,1,34.1338751,-117.9056046
Winterville,1,33.9670589,-83.2782101
Geneva,1,46.2017559,6.1466014
Mpls,1,47.1113557,37.6173092
Caledonia,1,42.369463,-88.8926041
Petersburg,1,59.917857350000006,30.380619357025516
North Attleborough,1,41.9834324,-71.3328328
Peculiar,1,38.7145481,-94.4611204
Sabin,1,46.779685,-96.653133
Tallee,1,46.2117192,-0.0688641
Chetek,1,45.3141273,-91.6510007
Hartville,1,37.2508838,-92.5104447
Indpls,1,0,0
Nevada,1,39.5158825,-116.8537227
Kamloops,1,50.6758269,-120.339415
King,1,33.588178,-100.2178972
Grosse Pointe,1,42.3861485,-82.9118591
Indianapollis,1,0,0
Huntersville,1,35.4108278,-80.8429304
Ar,1,-34.9964963,-64.9672817
Reisterstown,1,39.4586723,-76.81853758947369
Bruceton Mills,1,39.659228,-79.64058670391476
Rexford,1,39.471671,-100.743482
Clarksville,1,36.5277607,-87.3588703
Monticello,1,42.617236,8.9546269
Shep,1,32.156523,-100.1192618
Hudson Falls,1,43.300697,-73.586082
Township Of Wales,1,42.9439405,-82.68204756924891
V As Ndergrift,1,0,0
Hazel Crest,1,41.571713,-87.6945746
Tuskegee,1,32.4240286,-85.6916195
Lyons,1,41.811108,-87.8232695
Gig Harbor,1,47.3259697,-122.5878659
Bend,1,44.0581728,-121.3153096
Batesville,1,35.769799,-91.6409722
North Highlands,1,38.6710975,-121.38795381804641
Williamstown,1,38.6381245,-84.5604977
North Fond Du Lac,1,43.8113769,-88.4834419
Hallandale Beach,1,25.9812025,-80.148379
Wb,1,22.9964948,87.6855882
Orient,1,21.82707225,83.90998722276453
Belle Vernon,1,40.1250725,-79.8664356
Billericay Cm12 0sp,1,51.6317565,0.41560392100524274
Plainsboro,1,40.3334409,-74.6004341
Parma Heights,1,41.3900518,-81.7595769
Burleson,1,30.4764878,-96.6353488
Grafton,1,-29.69125,152.9333435
Cartersville,1,34.1650972,-84.7999383
Storrs Mansfield,1,41.80564555,-72.25413294148728
Sanleon,1,0,0
Wooster,1,40.7980976,-81.9397733
Maspeth,1,40.723158,-73.912637
Tarpon Springs,1,28.148082950000003,-82.74380159717906
Westdundee,1,0,0
Hyde Park,1,51.5074889,-0.16223668308067218
Leesburg,1,28.810823,-81.8778582
East Berlin,1,44.0750072,-64.561844
Brookings,1,44.311461,-96.79844
Depoe Bay,1,44.8104233,-124.0620096
Sherman Oaks,1,34.1508718,-118.4489865
Shippensburg,1,40.0507198,-77.5205485
Hardinsburg,1,37.7800592,-86.4605337
Fairhope,1,30.4975205,-87.8871010697134
Seminary,1,36.8106501,-82.8334954
Munhall,1,40.3922914,-79.9000499
Berwyn,1,41.8505874,-87.7936685
Papillion,1,41.1544433,-96.0422378
Rancho Santa Margarita,1,33.6408845,-117.6029341
Escondido,1,33.1216751,-117.0814849
Rock City,1,37.8502356,-121.9340704
Ferryville,1,43.3505324,-91.1020739
Howard Beach,1,40.6578815,-73.8362459
Seaford,1,38.6413452,-75.6114584
Walnut,1,33.7085883,-117.7926096
Newport,1,41.4899827,-71.3137707
Chesaning,1,44.5078909,-84.7721582
Gillette,1,44.290635,-105.501876
Cameron,1,4.6125522,13.1535811
Overland Park,1,38.9742502,-94.6851702
Madawaska,1,47.3401135,-68.3301840073355
Russellville,1,35.2784173,-93.1337856
Aline,1,36.5097552,-98.4489659
Downey,1,33.942215,-118.1235646
Lehi,1,48.1113387,-1.6800198
Whitefield,1,44.3730577,-71.6118577
Thomasville,1,35.8831786,-80.081817
Beavercreek,1,39.7092262,-84.0632685
Kspt,1,48.304369,-116.5432482
Paoli,1,40.040739,-75.49284449481362
Pahrump,1,36.2083012,-115.9839128
Heath,1,31.3607243,-86.4696811
Blue Ridge,1,34.863972,-84.324087
Winlock,1,46.4924025,-122.9388355
Mt Airy,1,40.0640001,-75.1865661
Wynnewood,1,40.0028514,-75.2707469
Lincoln City,1,44.9617922,-124.0159522
Manitou,1,49.2398981,-98.5388162
Petoskey,1,45.373343,-84.95533
Santee,1,32.8383828,-116.9739167
Miami Springs,1,25.8223198,-80.289495
New Bern,1,35.1084931,-77.0441143
Mcdonough,1,40.4376858,-90.6780272
Reedley,1,36.5963395,-119.4504029
Palmerton,1,40.8014826,-75.6101868
Gibsonia,1,40.6300671,-79.9695004
Queen Creek,1,33.2483858,-111.6341585
Blackfoot,1,43.190039,-112.348357
Broomall,1,39.9815001,-75.3565797
Ormond Beach,1,29.2854132,-81.0557921
Laguna Hills,1,33.5948758,-117.6882067
Lake Gogebic,1,46.576614,-89.6112669
Fall River,1,41.7010642,-71.1546367
Austell,1,33.8126059,-84.6343783
Beaver Falls,1,40.7520097,-80.3192295
Sylvester,1,31.5307349,-83.8354542
Rusk,1,32.051377,-94.7906553
Solsberry,1,39.0833795,-86.7561147
Rural Hall,1,36.2404158,-80.2933838
Media,1,40.7750395,-90.8320824
Searsboro,1,41.5805534,-92.7035243
Kodak,1,35.9745323,-83.6268396
Clawson,1,42.5333682,-83.1463166
Irwin,1,-29.34027475,115.05416990447068
Stanwood,1,41.8927277,-91.1503244
North Bend,1,47.4959464,-121.7851542
Ambler,1,46.395412,11.146774
Bradford,1,53.7944229,-1.7519186
Wheatfield,1,43.091004600000005,-78.88294651188136
Kentwood,1,42.8694731,-85.6447492
Selden,1,40.871537000000004,-73.04840392530011
Visalia,1,36.3302284,-119.2920585
Monee,1,41.420034,-87.7417115
Sun City Center,1,27.718086,-82.351759
Hobbs,1,32.707667,-103.1311314
Bells,1,35.7111847,-89.087565
Nb,1,46.500283,-66.750183
Stanford,1,37.426540700000004,-122.17029258409187
Loxahatchee,1,26.973524,-80.131002
Wellington,1,-41.2887953,174.7772114
Bartlett,1,41.9908485,-88.1850028
Hilltown,1,54.1949248,-6.1445325
Tarzana,1,34.1688075,-118.5361198
Nanuet,1,41.0903087,-74.0148524
Plantation,1,26.1275862,-80.2331036
Fort Dix,1,40.0301105,-74.6201691
Joppa,1,32.0443395,34.7509908
Campobello,1,8.0959233,-75.6697915
West Jordan,1,40.6096698,-111.9391031
Keller,1,32.9299655,-97.2271249
Weirton,1,40.4189566,-80.5895167
Petrolia,1,34.0131515,-98.232267
Whitestone,1,50.73837845,-3.6009702380632556
Flagstaff,1,35.1987522,-111.6518229
Festus,1,38.2207112,-90.3959504
